CZ.Name,State,Racial.Segregation,Income.Segregation,Household.Income.per.capita,Local.Tax.Rate,Local.Government.Expenditures.Per.Capita,Labor.Force.Participation.Rate,Social.Capital.Index,Fraction.Religious
Gonzales,TX,0.0462363,0.0183779,28892.99,0.0253043,2045.336,0.5827581,-0.82327764,0.5843354
Austin,TX,0.1714787,0.137936,41322.2,0.0317232,3399.31,0.7087977,-0.19094963,0.4528972
Burnet,TX,0.065692,0.0302976,41430.84,0.0346788,2038.038,0.5335067,0.26993899,0.5007521
San Antonio,TX,0.2220705,0.1105953,34001.79,0.026203,2603.805,0.6307635,-0.87970487,0.6260619
Beeville,TX,0.0799443,0.0221629,18313.2,0.0244269,2160.681,0.4170117,-0.71365254,0.4911411
Kerrville,TX,0.0560995,0.0220116,42197.33,0.0195563,1930.646,0.5349004,0.83736108,0.6031148
Mason,TX,0.0577731,0.0153654,44194.93,0.0331973,1861.233,0.5701329,0.71995645,0.7752809
Midland,TX,0.1736568,0.066153,33502.12,0.0338038,2680.788,0.6207762,-0.81546334,0.5944861
Pecos,TX,0.1088593,0.0328867,24734.94,0.0526497,2585.438,0.5167674,-1.3855516,0.7802941
Fort Stockton,TX,0.08145,0.0193373,22363.27,0.0823304,2754.013,0.5340053,-1.0939072,0.5296537
Alpine,TX,0.1915281,0.0412236,25586.09,0.0357016,2703.198,0.598765,-0.26253329,0.5998803
Crystal City,TX,0.0326486,0.0199877,17378.6,0.0463451,2097.19,0.4891878,-1.5744613,0.7767301
Pearsall,TX,0.0844129,0.0121653,18364.79,0.0406459,3074.122,0.4671749,-0.80129059,0.8818609
Laredo,TX,0.0648514,0.0883346,21529.85,0.039743,2257.358,0.5248216,-2.3525423,0.7206335
Brownsville,TX,0.1468408,0.0658168,20391.82,0.0263465,2360.49,0.5218793,-2.6873225,0.5332988
Corpus Christi,TX,0.190801,0.0747189,30126.51,0.0326643,2263.348,0.5959551,-1.0322728,0.5451734
College Station,TX,0.1599064,0.0822909,26267.6,0.0296587,2210.421,0.6171132,-1.1106472,0.4995562
Pearland,TX,0.0914318,0.0667442,34848.83,0.0344269,1988.19,0.6193597,-1.5676997,0.5736619
Houston,TX,0.2807776,0.129693,38962.82,0.0327394,2453.823,0.6547657,-1.8288284,0.4979251
Beaumont,TX,0.2953098,0.0532915,31839.87,0.031315,1991.799,0.5506351,-0.9498144,0.6214818
Huntsville,TX,0.1242886,0.0369442,25251.04,0.0212851,2422.699,0.5174013,-1.3857453,0.5214764
Nacogdoches,TX,0.1412456,0.0385883,28783.3,0.0188739,1748.919,0.5649476,-1.4959151,0.5788409
San Angelo,TX,0.1132557,0.0507845,31936.19,0.0237162,1439.619,0.6371763,-0.3882502,0.6105569
Brady,TX,0.0460118,0.0234761,27665.96,0.0223111,2335.395,0.5197125,-0.82767101,0.7305417
Junction,TX,0.0504774,0.032035,35218.77,0.022703,1856.291,0.5619335,-0.36945226,0.5681019
Uvalde,TX,0.1168556,0.0149094,26770.7,0.0309575,2366.249,0.5654623,-0.43511196,0.8716631
Del Rio,TX,0.1436558,0.0561464,24076.46,0.0351904,2350.474,0.5587193,-1.7970143,0.5236232
Eagle Pass,TX,0.0926035,0.0253378,18470.3,0.023874,2138.325,0.5071285,-2.9852477,0.3468085
Big Spring,TX,0.1031232,0.0416459,26411.99,0.0388728,2933.698,0.4924202,-0.70094684,0.7060086
Sweetwater,TX,0.0840592,0.0409986,28675.81,0.0306279,1819.882,0.5645908,-0.55331774,0.8126179
Snyder,TX,0.0664687,0.0242464,26045.3,0.0483319,2009.002,0.4778467,-0.43942259,0.7148377
Abilene,TX,0.1234118,0.0662652,29968.35,0.022106,1845.709,0.6181182,-0.40753222,0.6755344
Childress,TX,0.0551124,0.0064251,23871.99,0.0226426,2092.561,0.4592203,0.16514741,0.736447
Haskell,TX,0.0222059,0.002708,29542.93,0.037725,2378.427,0.516153,0.11541708,1.04902
Wichita Falls,TX,0.1479363,0.0571409,30238.46,0.0217355,1617.752,0.6438888,-0.17053035,0.6354307
Graham,TX,0.0682438,0.0132113,31566.83,0.0342171,2295.142,0.5609832,-0.02562345,0.8024583
Seymour,TX,0.0101207,0.0176893,35578.34,0.0208466,2829.19,0.4980591,0.83739298,1.017102
Vernon,TX,0.0576091,0.0252292,32588.48,0.0322556,2125.867,0.5910964,-0.30836679,0.8686614
Brownwood,TX,0.0626697,0.0278024,30585.9,0.0226066,1734.656,0.5566202,-0.5648167,0.7143323
Stephenville,TX,0.0519199,0.022007,30856.16,0.0269927,1530.679,0.6109914,-0.96313575,0.6074815
Waco,TX,0.1905266,0.1050388,31689.55,0.023330300000000002,1728.987,0.6036304,-0.46754148,0.5970606
Corsicana,TX,0.0778387,0.011207,29976.17,0.0298916,1738.996,0.5496989,-1.163298,0.6096815
Killeen,TX,0.0911946,0.0594965,28336.29,0.0191029,1741.944,0.6732963,-2.2458906,0.4583084
Fort Worth,TX,0.2295957,0.1142568,39232.14,0.0271167,2337.837,0.681764,-1.1019931,0.5191873
Dallas,TX,0.2622548,0.1338128,43435.64,0.0326212,2574.296,0.6991875,-1.1794982,0.5255092
Paris,TX,0.1292879,0.0371986,32551.98,0.0208616,1968.585,0.6023837,-0.88402454,0.591783
Tyler,TX,0.1998974,0.03152,32245.06,0.0216588,1526.811,0.5603788,-0.80681022,0.5938207
Longview,TX,0.1213161,0.0312377,32364.69,0.0316002,1732.893,0.5848427,-0.38708099,0.6217686
Texarkana,TX,0.1629678,0.0390848,31308.78,0.0202465,1875.979,0.5626378,-0.85624367,0.6568639
Lawton,OK,0.1052842,0.0568261,27931,0.0141898,1627.217,0.6184627,-1.2275242,0.6528873
Altus,OK,0.0809545,0.0471315,28343.35,0.0129737,2463.825,0.581747,-0.92804001,0.8935847
Frederick,OK,0.0204027,0.0107321,29047.12,0.0108724,1733.725,0.5122998,-0.33813069,0.9695273
Ardmore,OK,0.0767877,0.0188518,29690.6,0.0139577,1641.639,0.5748333,-0.36606366,0.7606075
Elk City,OK,0.0756285,0.0239802,28315.15,0.0182075,1894.644,0.5910795,-0.0616824,0.8355917
Chickasha,OK,0.1517826,0.0415975,28079.79,0.012238,1439.99,0.5807593,-0.74451875,0.7124336
Oklahoma City,OK,0.1701739,0.0964456,34351.71,0.0165994,1774.945,0.6461598,-0.4903161,0.5964084
Ada,OK,0.0330845,0.0319784,25140.27,0.0186193,2173.181,0.5469739,-0.07785298,0.6259193
Sherman,TX,0.1220477,0.0349223,32930.41,0.0196917,1840.436,0.5972739,-0.67761018,0.6405526
Hot Springs,AR,0.1759579,0.029657,31876.95,0.0138047,1323.429,0.5643452,-0.57211012000000006,0.5966048
Idabel,OK,0.1631577,0.0145937,26431.28,0.0118407,1318.367,0.5517182,-1.120304,0.5961272
Sand Point,AK,0,0,16695.86,0.0716291,5546.266,0.7931477,NA,0.1104931
Anchorage,AK,0.0818724,0.0824061,41724.35,0.0197571,3856.641,0.7151816,NA,0.3440303
Valdez,AK,0.0125386,0.0452952,39971.68,0.0432725,13621.18,0.6629287,NA,0.2253065
Bristol Bay,AK,0,0,39909.41,0.0543221,11741.84,0.7147577,NA,0.2146264
Kotzebue,AK,0.0435195,0.0298849,27612.82,0.0747745,NA,0.6292467,NA,0.3913707
Nome,AK,0.143073,0.0658783,29588.64,0.0148077,3670.367,0.6050366,NA,0.4857547
Dillingham,AK,0.0824834,0.0369543,31290.72,0.0106776,6661.091,0.6057013,NA,0.3040771
Kodiak,AK,0.0759595,0.0284691,38933.16,0.0172064,3470.659,0.7414744,NA,0.2560914
Juneau,AK,0.0511971,0.0394261,43595.36,0.0262901,4509.214,0.7380686,NA,0.2404905
Sitka,AK,0.0398352,0.0066874,42159.23,0.0186743,4665.067,0.71755,NA,0.3863651
Ketchikan,AK,0.1117357,0.0366651,39001.79,0.0222945,3801.85,0.7210184,NA,0.3057974
Bethel,AK,0.1318459,0.0518768,23592.72,0.009708,1789.119,0.6161996,NA,0.5676391
Barrow,AK,0.0336976,0.0087637,39123.14,NA,NA,0.72148,NA,0.230738
Unalaska,AK,0.038812,0.0278202,23637.15,0.0699341,2949.251,0.8160347,NA,0.1659652
Fairbanks,AK,0.1385514,0.0596741,35935.41,0.0156178,2655.198,0.7248445,NA,0.3418498
Havre,MT,0.4717646,0.0420571,27557.26,0.0249245,2020.842,0.6406569,0.97616797,0.545743
Shelby,MT,0.5147716,0.0220226,25614.96,0.0281276,2671.229,0.6058781,0.59629444,0.7131286
Great Falls,MT,0.1138323,0.0599977,32458.03,0.0202463,1763.141,0.6424313,0.69807801,0.4865879
Lewistown,MT,0.012449,0.0031308,31401.06,0.0237705,1734.487,0.6275588,1.756134,0.5250282
Cody,WY,0.0212775,0.0177488,32675.27,0.030778,3674.896,0.6276832,-0.02582774,0.4860794
Worland,WY,0.046737,0.0118381,34375.06,0.0281697,2810.26,0.6505486,1.6240747,0.5077822
Riverton,WY,0.2262623,0.0196336,30954.44,0.0212472,2643.337,0.6485145,-0.08965189,0.4206792
Sheridan,WY,0.4210758,0.0180317,32114.45,0.0241249,2865.096,0.6477751,1.1380312,0.4536993
Miles City,MT,0.0228684,0.031906,30025.74,0.0237819,2043.349,0.6342157,0.59269923,0.5057774
Jordan,MT,0,0,27448.97,0.0350178,2161.107,0.6696429,0.20465708,0.4081314
Colstrip,MT,0.4951946,0.0609032,28920.57,0.057055,6886.406,0.6470845,-0.13433823,0.4622377
Billings,MT,0.0652681,0.0721821,35376.52,0.0205352,1750.084,0.6782369,1.1770051,0.4616478
Harlowton,MT,0.0049951,0.0025466,26262.6,0.0417427,1849.693,0.6302418,1.2324972,0.4380816
Dillon,MT,0.007658,0.0105997,27666.92,0.026972200000000002,2072.412,0.6371478,0.90814017,0.4850033
Bozeman,MT,0.020604,0.0443986,31691.63,0.0205492,1735.179,0.7097101,1.3292541,0.2672426
Helena,MT,0.0090363,0.0432274,33609.67,0.0292243,1668.471,0.6912217,3.071248,0.4658019
Butte-Silver Bow,MT,0.0267995,0.0362479,30172.66,0.0295762,1569.183,0.5880993,1.0179789,0.5294542
Bonners Ferry,ID,0.0108569,0.0025489,28982.87,0.0155046,2032.405,0.5878175,-0.29499963,0.3581198
Libby,MT,0.0035504,0.009347,26385.41,0.0254041,1638.35,0.5349371,0.65953271,0.3821734
Kalispell,MT,0.1728574,0.0242234,32003.25,0.020824,1709.979,0.6234509,0.52724134,0.3950452
Missoula,MT,0.0326902,0.0598658,31286.06,0.0245874,1656.618,0.6712329,1.1697124,0.313953
Gillette,WY,0.0207833,0.0445994,34452.02,0.0619123,4314.919,0.7241018,-0.92643508,0.4821433
Rawlins,WY,0.066246,0.0025169,31828.03,0.046421,3351.101,0.6257808,-0.64592831,0.4293753
Casper,WY,0.0253401,0.0568279,34839.75,0.0207405,2999.53,0.6829474,0.54232275,0.4349685
Lusk,WY,0,0,30782.98,0.0358005,5706.283,0.6169439,0.80826317,0.4923141
Honolulu,HI,0.1402532,0.1066677,39403.99,0.0153621,1316.213,0.6473376,NA,0.3331975
Kapaa,HI,0.0644554,0.0128168,38209.55,0.0213821,1404.811,0.631285,NA,0.5231856
Kahului,HI,0.1194249,0.0295157,39555.89,0.0207837,1558.838,0.6671527,NA,0.4448265
Las Vegas,NM,0.0921637,0.0116967,26569.29,0.0174746,2459.145,0.5485247,-1.2728198,0.7383776
Santa Fe,NM,0.2006061,0.089222,38837.66,0.013224,2090.462,0.6531421,0.31145925,0.5755653
Tucumcari,NM,0.0797159,0.0127563,30331.55,0.0143872,2243.438,0.5315815,-0.95999414,0.8926585
Clayton,NM,0,0,30304.99,0.0133571,2538.313,0.6124644,-0.01785875,0.4705319
Alamosa,CO,0.1120375,0.0278227,27093.8,0.0310845,2793.817,0.6042015,0.51707757,0.6254168
Albuquerque,NM,0.1765339,0.0959375,35590.62,0.013712,2022.211,0.6407031,-0.76025629,0.5468524
Socorro,NM,0.2044352,0.0183831,24360.4,0.0101533,1629.653,0.5626462,-0.69401213,0.417742
Phoenix,AZ,0.2083484,0.1202165,40623.62,0.0238422,3109.376,0.6355171,-1.4831435,0.3938746
Safford,AZ,0.2871506,0.0358329,23578.6,0.0218515,2696.343,0.5284834,-1.3249828,0.7210248
Tucson,AZ,0.2200086,0.1124232,35571.27,0.023764,2422.967,0.5924009,-0.86740987,0.4520663
Grand Junction,CO,0.0396758,0.0496302,35421.22,0.0271186,2421.188,0.6324133,0.15054295,0.3012398
Gunnison,CO,0.0172447,0.0446191,32805.41,0.0543061,3422.812,0.7303796,1.798034,0.3807134
Farmington,NM,0.2981286,0.0473996,30450.45,0.0282978,2774.948,0.6309806,-0.99391182,0.4014495
Flagstaff,AZ,0.2873363,0.0365046,35102.3,0.0267034,2138.184,0.5891469,-0.84970842,0.3103493
Cortez,CO,0.3826082,0.0287097,28798.54,0.0381101,2972.559,0.6015586,-0.99688494,0.3516851
Gallup,AZ,0.4763211,0.0626083,20837.03,0.025109,2277.78,0.5025365,-2.2044376,0.4245669
Hilo,HI,0.0432821,0.0421039,35009.52,0.020113,1422.226,0.6174693,NA,0.3977011
Twin Falls,ID,0.0332267,0.035396,35364.21,0.0180096,2186.71,0.666261,0.17162849,0.4504209
Burley,ID,0.0406015,0.0213796,28356.68,0.0125022,2118.633,0.6342797,-0.74494766,0.7371724
Boise City,ID,0.0848086,0.0724128,35641.88,0.0158194,1584.391,0.6920973,0.41523422,0.4205863
Ontario,OR,0.0933199,0.0160347,27631.44,0.0207437,2173.65,0.5710353,-0.58274352,0.4519543
McCall,ID,0.0057648,0.0173549,33157.21,0.0269603,2807.434,0.5993086,1.1752755,0.2845331
St. George,UT,0.0278602,0.0306662,31383.4,0.0231499,2203.389,0.6017903,-1.2084998,0.7548602
Price,UT,0.0385268,0.0162974,26759.49,0.0330869,2778.039,0.5964029,-0.17603138,0.7723008
Moab,UT,0.0189179,0.0011997,31770.04,0.0293907,2658.61,0.6900075,1.5170765,0.4865056
Richfield,UT,0.0148287,0.0073909,28605.11,0.0214351,2087.297,0.6074961,-0.79102138,0.8321206
Loa,UT,0,0,32242.2,0.018982,2062.931,0.6376249,1.3402608,0.8130729
Provo,UT,0.0585669,0.095139,29114.79,0.0205107,1755.215,0.6772932,-0.84595298,0.8954569
Salt Lake City,UT,0.1142171,0.1007756,36987.88,0.0210031,2439.216,0.7100691,-0.63510402,0.699479
Logan,UT,0.0531079,0.0696854,28952.72,0.0154341,1732.093,0.6910815,-0.00436597,0.8543419
Pocatello,ID,0.1275673,0.0630143,30119.07,0.0156964,1983.776,0.6599163,-0.14391434,0.7179096
Salmon,ID,0.0132266,0.004757,30781.6,0.0127337,1796.501,0.5862106,0.78271345,0.3847547
Jackson,WY,0.0267702,0.0199271,53838.13,0.0384308,4620.492,0.7801689,2.389419,0.3077938
Steamboat Springs,CO,0.0324139,0.040495,39506.23,0.0666481,4647.293,0.7481067,-0.03647617,0.3460371
Vernal,UT,0.1513534,0.0195785,26253.97,0.0381157,2957.654,0.6223372,-1.5412225,0.7267584
Soda Springs,ID,0.0176814,0.0114618,29943.29,0.0205307,2756.802,0.5845156,0.34459233,0.8176449
Rock Springs,WY,0.0424209,0.023651,33999.21,0.0533033,4123.225,0.6898767,-0.6663497,0.6020934
Klamath Falls,CA,0.1055664,0.0315784,29858.39,0.0221984,2908.981,0.5366825,-0.24747671,0.2742661
Burns,OR,0.009843,0.001166,30895.79,0.0376632,3535.694,0.6396043,0.71937889,0.3114733
Lakeview,OR,0.0103225,0.0056394,31635.1,0.0249185,2561.23,0.5796033,0.92843213,0.308138
Redding,CA,0.0424699,0.0337689,33442.26,0.0193883,3202.582,0.5665758,-0.63311648,0.2505529
Eureka,CA,0.0699777,0.0330934,30455.53,0.0180767,2849.32,0.59439,0.75582025,0.3560341
Medford,OR,0.0382481,0.0459638,36288.6,0.0238421,1782.724,0.5853082,0.01727241,0.2157124
Crescent City,CA,0.1168762,0.0178298,29532.28,0.0171403,2555.028,0.478211,-0.41776099,0.2856879
Roseburg,OR,0.0098726,0.0206822,32478.86,0.0286161,2488.388,0.5583613,-0.16404849,0.2539068
Modesto,CA,0.1211271,0.051475,31665.75,0.01925,3836.33,0.5964807,-1.5737095,0.4459943
Bakersfield,CA,0.213638,0.0991732,28781.38,0.0277015,3644.007,0.5650592,-1.9030033,0.4365045
Fresno,CA,0.1681688,0.0853597,28266.97,0.0195042,3259.186,0.5843983,-1.6475098,0.4657408
Chico,CA,0.1003635,0.0493373,31470.64,0.0190867,2903.628,0.5800616,-0.92134075,0.2906648
Sacramento,CA,0.1611501,0.0933991,39560.49,0.0200157,3558.992,0.6250486,-0.59608214,0.3540107
San Jose,CA,0.2183079,0.0915852,52003.85,0.023485,3361.294,0.6638451,-0.60944452,0.4317622
Elko,NV,0.1214726,0.0469672,32701.45,0.0243019,3115.932,0.6667259,-2.0846834,0.4132629
Winnemucca,NV,0.0208531,0.0106457,31976.48,0.0309757,6250.873,0.6004038,-2.0482765,0.3744024
Portola,CA,0.0278841,0.0111392,36904.59,0.0298659,4132.194,0.5715916,0.39373745,0.3103491
Reno,NV,0.0966342,0.098821,41398.39,0.01988,2436.734,0.6698058,-1.0817958,0.2890828
Santa Rosa,CA,0.0735558,0.0652106,43636.49,0.0196786,3118.39,0.6450217,-0.10308038,0.3232491
San Francisco,CA,0.2067153,0.1095815,54014.14,0.0230517,3650.402,0.6559916,-0.38031076,0.381164
Las Vegas,NV,0.1376084,0.1019547,38428.77,0.021125,3147.54,0.6352338,-2.3169243,0.3520286
Reno,NV,0.2441145,0.0150192,34004.05,0.017635,3693.745,0.5892147,-0.77270091,0.3452968
Mammoth Lakes,CA,0.0599159,0.0427028,38537.1,0.0484936,4288.026,0.6663667,0.22849669,0.4256445
San Diego,CA,0.1961513,0.111764,40913.48,0.0194946,3083.332,0.6499446,-0.9444064,0.4371485
Yuma,CA,0.2225187,0.0618074,26907.62,0.0232405,3978.626,0.4993345,-2.6607682,0.4856789
Santa Barbara,CA,0.1536005,0.077187,40049.78,0.0222336,2829.163,0.6124632,0.034911,0.5107209
Los Angeles,CA,0.2705799,0.1205986,38901.8,0.0231384,3609.343,0.6144956,-1.3917238,0.5201261
Lewiston,ID,0.090258,0.0326283,32663.37,0.0164511,1901.475,0.5953701,0.55492559,0.4003004
Pullman,WA,0.0631424,0.0770866,24765.65,0.0183556,1549.501,0.6285526,0.46258227,0.3247176
Moses Lake,WA,0.1649971,0.0213698,29314.67,0.0180538,4621.421,0.6240819,-0.259689,0.4422338
Wenatchee,WA,0.0632544,0.0345691,36330.2,0.0180772,4552.852,0.6399452,0.22069303,0.3729024
Spokane,WA,0.0473711,0.0767137,34286.46,0.0177151,2258.464,0.6409714,0.37127439,0.3443254
Colville,WA,0.2578548,0.0230681,29312.27,0.0133324,2834.204,0.582582,-1.0688066,0.2570491
Longview,WA,0.0579895,0.0386939,34298,0.0205251,3224.381,0.5936989,-0.0388606,0.3038082
Portland,OR,0.1028136,0.0746135,41718.14,0.0312256,2860.598,0.6942886,0.1645527,0.3352443
The Dalles,OR,0.0674136,0.0172909,32880.5,0.0264775,2931.145,0.6205969,0.56078407,0.3815795
Eugene,OR,0.0936739,0.0580517,34589.34,0.0273912,2431.014,0.6391107,0.37242076,0.2911083
Newport,OR,0.0426603,0.0112648,36263.56,0.0348028,3803.222,0.585839,-0.5731725,0.2373547
Yakima,WA,0.2352095,0.0688216,30403.06,0.0148305,2137.603,0.6216949,-0.70868074,0.377334
Kennewick,WA,0.1583405,0.0638673,34509.95,0.0181107,5441.653,0.6431634,-0.22027711,0.4217926
La Grande,OR,0.0156446,0.022092,31277,0.0251957,2001.67,0.5900301,0.5334047,0.3349567
Enterprise,OR,0.0040748,0.0019096,34762.17,0.016023,3575.315,0.607363,0.2026406,0.3736507
Bend,OR,0.1683031,0.0389343,37787.12,0.0293686,2573.624,0.6425363,0.32482092,0.2744891
Condon,OR,0.0171189,0.0035044,33476.24,0.0331037,3587.215,0.5994257,0.33568109,0.3443097
John Day,OR,0.0017528,0.0022852,32735.64,0.0129667,3429.008,0.6151875,0.20838731,0.3313169
Friday Harbor,WA,0.0098891,0.012479,58628.39,0.0182968,2971.101,0.5868703,2.7161381000000002,0.1714854
Bellingham,WA,0.0573263,0.0462469,35490.73,0.0212903,2614.846,0.6653471,0.0625475,0.2937104
Port Angeles,WA,0.1224573,0.0251375,39624.9,0.0153507,3201.318,0.5216017,0.47585673,0.2602069
Seattle,WA,0.1066874,0.0825916,44591.46,0.0210834,3023.716,0.6824178,-0.1247365,0.3230516
